flag,净利润,净利润.1,净利润.2,纳税总额,纳税总额.1,纳税总额.2
1,-1684.8,-78624.0,-135907.2,0.0,0.0,0.0
1,-1242.5,-511.2,-3642.3,0.0,0.0,0.0
1,-83655.0,-15444.0,-38025.0,0.0,0.0,0.0
1,-2481.6,-6345.0,-10152.0,0.0,0.0,0.0
1,-15163.2,-8634.6,-17236.8,0.0,0.0,0.0
1,-5985.0,-43291.5,-19152.0,0.0,0.0,0.0
1,-5682.6,-7276.5,-6468.0,0.0,0.0,0.0
1,-10179.6,-4790.4,-1996.0,0.0,0.0,0.0
1,-3861.0,-4233.6,-11664.0,0.0,0.0,0.0
1,-44800.0,-19200.0,-14400.0,0.0,0.0,0.0
1,-48211.2,-106640.0,-26188.8,0.0,0.0,0.0
1,0.0,-1950.0,-2362.5,0.0,0.0,0.0
1,-3765.3,-32860.8,-10171.2,0.0,0.0,0.0
1,-112761.6,-67959.0,-8054.4,0.0,0.0,0.0
1,-25034.4,-18300.0,-19727.4,0.0,0.0,0.0
1,-25888.8,-51824.5,-52528.0,0.0,0.0,0.0
1,-5304.0,-15080.0,-3250.0,0.0,0.0,0.0
1,-62055.0,-62055.0,-160752.0,0.0,0.0,0.0
1,-68.4,-4104.0,-9028.8,0.0,0.0,0.0
1,-17955.0,-33480.0,-53460.0,0.0,0.0,0.0
1,-31987.2,-85680.0,-21324.8,0.0,0.0,0.0
1,-60875.1,0.0,-49077.6,0.0,0.0,0.0
1,-56133.0,-61479.0,-79833.6,0.0,0.0,0.0
1,-22386.0,-55005.6,-2878.2,0.0,0.0,0.0
1,-50688.0,-242176.0,-114892.8,0.0,0.0,0.0
1,-41395.2,-50820.0,-126156.8,0.0,0.0,0.0
1,-5364.0,-7152.0,-22171.2,0.0,0.0,0.0
1,-6090.2,-11110.5,-23044.0,0.0,0.0,0.0
1,-88555.2,-73213.4,-21750.4,0.0,0.0,0.0
1,-25420.0,-6696.0,-6696.0,0.0,0.0,0.0
1,-8750.0,-18480.0,-28980.0,0.0,0.0,0.0
1,-109454.4,-58044.0,-38626.9,0.0,0.0,0.0
1,-34944.0,-134400.0,-34560.0,0.0,0.0,0.0
1,-101871.0,-12672.0,-171072.0,0.0,0.0,0.0
1,-63720.0,-35872.0,-28556.0,0.0,0.0,0.0
1,-16470.0,-1952.0,-829.6,0.0,0.0,0.0
1,-20697.6,-16464.0,-75420.8,0.0,0.0,0.0
1,-900.0,-742.5,-34020.0,0.0,0.0,0.0
1,-2236.8,-27866.8,-78288.0,0.0,0.0,0.0
1,-2392.8,-27916.0,-23928.0,0.0,0.0,0.0
1,-21621.6,-16816.8,-19219.2,0.0,0.0,0.0
1,-3564.0,-2772.0,-2286.9,0.0,0.0,0.0
1,-30332.4,-192168.0,-57273.6,0.0,0.0,0.0
1,-1794.0,-26790.4,-13873.6,0.0,0.0,0.0
1,-14904.0,-45264.0,-26312.0,0.0,0.0,0.0
1,-33857.2,-94371.2,-22980.0,0.0,0.0,0.0
1,-7780.0,-18205.2,-933.6,0.0,0.0,0.0
1,-3198.0,-12628.0,-9594.0,0.0,0.0,0.0
1,-27753.6,-13546.4,-31388.0,0.0,0.0,0.0
1,-50047.2,-12511.8,-73084.8,0.0,0.0,0.0
1,-37094.4,-12288.0,-31795.2,0.0,0.0,0.0
1,-5160.0,-52976.0,-27864.0,0.0,0.0,0.0
1,-1992.0,-7320.6,-8300.0,0.0,0.0,0.0
1,-16668.0,-148160.0,-43290.5,0.0,0.0,0.0
1,-23676.8,-90841.6,-28267.2,0.0,0.0,0.0
1,-11578.5,-14110.0,-9337.5,0.0,0.0,0.0
1,-135122.4,-34470.0,-44121.6,0.0,0.0,0.0
1,-2437.8,-13192.8,-4302.0,0.0,0.0,0.0
1,-66223.2,-13998.4,-32977.0,0.0,0.0,0.0
1,-2412.8,-10393.6,-10080.0,0.0,0.0,0.0
1,-36261.0,-7584.0,-74536.5,0.0,0.0,0.0
1,-1693.2,-2124.8,-498.0,0.0,0.0,0.0
1,0.0,-5940.0,-47520.0,0.0,0.0,0.0
1,-2640.0,-25344.0,-4488.0,0.0,0.0,0.0
1,-15340.0,-8053.5,-22089.6,0.0,0.0,0.0
1,-16843.2,-3897.6,-5127.2,0.0,0.0,0.0
1,-13977.6,-1228.8,-22809.6,0.0,0.0,0.0
1,-116424.0,-55440.0,-66528.0,0.0,0.0,0.0
1,-74713.6,-29095.2,-35920.0,0.0,0.0,0.0
1,-3195.0,-19880.0,-2499.2,0.0,0.0,0.0
1,-125048.0,-41760.0,-22620.0,0.0,0.0,0.0
1,-93017.6,-5475.6,-22308.0,0.0,0.0,0.0
1,-103.6,-1628.0,-1864.8,0.0,0.0,0.0
1,-142590.0,-6111.0,-27160.0,0.0,0.0,0.0
1,-979.2,-4860.0,-518.4,0.0,0.0,0.0
1,-25702.4,-6275.0,-18072.0,0.0,0.0,0.0
1,-15649.2,-90720.0,-36590.4,0.0,0.0,0.0
1,-27448.0,-40296.0,-15768.0,0.0,0.0,0.0
1,-3283.2,-23529.6,-16963.2,0.0,0.0,0.0
1,-16744.2,-37966.5,-32190.4,0.0,0.0,0.0
1,-2683.2,-7211.1,-26832.0,0.0,0.0,0.0
1,-2808.0,-529.2,-3888.0,0.0,0.0,0.0
1,-24774.4,-56682.5,-4977.0,0.0,0.0,0.0
1,-12582.9,-1339.2,-11606.4,0.0,0.0,0.0
1,-6979.5,-2030.4,-1621.5,0.0,0.0,0.0
1,-2874.9,-3788.8,-1465.2,0.0,0.0,0.0
1,-8316.0,-19035.0,-12787.2,0.0,0.0,0.0
1,-885.0,-1817.2,-3327.6,0.0,0.0,0.0
1,-15584.4,-31746.0,-148148.0,0.0,0.0,0.0
1,-4620.0,-30800.0,-95040.0,0.0,0.0,0.0
1,-20520.0,-19380.0,-13376.0,0.0,0.0,0.0
1,-3045.6,-55836.0,-153549.0,0.0,0.0,0.0
1,-17362.5,-12223.2,-13936.3,0.0,0.0,0.0
1,-15160.0,-25014.0,-47754.0,0.0,0.0,0.0
1,-24106.0,-29778.0,-45659.6,0.0,0.0,0.0
1,-19094.4,-15912.0,-42595.2,0.0,0.0,0.0
1,-6600.0,-24310.0,-44275.0,0.0,0.0,0.0
1,-1808.8,-9120.0,-2736.0,0.0,0.0,0.0
1,-12172.8,-3994.2,-27896.0,0.0,0.0,0.0
1,-11293.0,-4860.9,-25924.8,0.0,0.0,0.0
1,-152.1,-468.0,-2730.0,0.0,0.0,0.0
1,-28428.4,-21868.0,-45688.5,0.0,0.0,0.0
1,-77140.0,-28486.7,-79344.0,0.0,0.0,0.0
1,-64124.0,-10750.2,-26404.0,0.0,0.0,0.0
1,-3326.4,-880.0,-1548.8,0.0,0.0,0.0
1,-41634.0,-18041.4,-4317.6,0.0,0.0,0.0
1,-25464.6,-11844.0,-987.0,0.0,0.0,0.0
1,-7117.5,-7358.4,-4380.0,0.0,0.0,0.0
1,-51084.0,-46117.5,-152306.0,0.0,0.0,0.0
1,-7999.0,-108618.0,-111986.0,0.0,0.0,0.0
1,-6213.9,-63268.8,-16785.6,0.0,0.0,0.0
1,-128029.2,-243663.0,-68769.0,0.0,0.0,0.0
1,-23278.5,-68727.0,-70722.3,0.0,0.0,0.0
1,-11736.0,-38598.4,-53203.2,0.0,0.0,0.0
1,-28828.8,-51480.0,-39353.6,0.0,0.0,0.0
1,-7956.0,-9828.0,-8100.0,0.0,0.0,0.0
1,-47282.4,-78804.0,-37650.8,0.0,0.0,0.0
1,-13842.0,-37834.8,-51907.5,0.0,0.0,0.0
1,-62100.0,-59616.0,-79764.0,0.0,0.0,0.0
1,-7728.0,-18547.2,-17388.0,0.0,0.0,0.0
1,-24063.0,-81444.0,-15548.4,0.0,0.0,0.0
1,-10556.0,-67558.4,-73288.8,0.0,0.0,0.0
1,-50114.4,-104562.0,-189907.2,0.0,0.0,0.0
1,-24583.0,-1537.2,-29280.0,0.0,0.0,0.0
1,-17600.0,-83490.0,-51480.0,0.0,0.0,0.0
1,-32550.0,-41850.0,-26784.0,0.0,0.0,0.0
1,-3412.8,-4092.2,-10617.6,0.0,0.0,0.0
1,-2296.0,-656.0,-6494.4,0.0,0.0,0.0
1,-12350.0,-37537.5,-35100.0,0.0,0.0,0.0
1,-21772.8,-77760.0,-91238.4,0.0,0.0,0.0
1,-33552.0,-19572.0,-37676.1,0.0,0.0,0.0
1,-10953.6,-12388.0,0.0,0.0,0.0,0.0
1,-117906.0,-40216.0,-13984.2,0.0,0.0,0.0
1,-101790.0,-164430.0,-135720.0,0.0,0.0,0.0
1,-67977.0,-16807.5,-239040.0,0.0,0.0,0.0
1,-28659.0,-6663.8,-559.2,0.0,0.0,0.0
1,-4103.2,-10035.0,-8563.2,0.0,0.0,0.0
1,-124328.4,-224352.0,-115915.2,0.0,0.0,0.0
1,-64368.0,-99949.2,-81354.0,0.0,0.0,0.0
1,-9553.2,-5866.0,-65699.2,0.0,0.0,0.0
1,-133402.5,-13305.6,-22522.5,0.0,0.0,0.0
1,-23833.6,-10752.0,-21504.0,0.0,0.0,0.0
1,-41052.0,-116438.4,-118864.2,0.0,0.0,0.0
1,-35761.6,-227424.0,-210944.0,0.0,0.0,0.0
1,-1337.6,-2675.2,-11286.0,0.0,0.0,0.0
1,-3696.0,-12672.0,-38016.0,0.0,0.0,0.0
1,-2193.6,-33863.7,-76776.0,0.0,0.0,0.0
1,-130144.0,-200445.0,-65072.0,0.0,0.0,0.0
1,-2933.7,-51816.0,-20574.0,0.0,0.0,0.0
1,-517.0,-8892.4,-9306.0,0.0,0.0,0.0
1,-1755.0,-36855.0,-58968.0,0.0,0.0,0.0
1,-5666.4,-181010.0,-39822.2,0.0,0.0,0.0
1,-63726.0,-204680.0,-39990.0,0.0,0.0,0.0
1,-21896.0,-703.8,-22990.8,0.0,0.0,0.0
1,-2990.0,-2576.0,-11592.0,0.0,0.0,0.0
1,-101250.0,-84000.0,-7650.0,0.0,0.0,0.0
1,-2856.0,-12852.0,-11245.5,0.0,0.0,0.0
1,-9349.2,-8140.8,-28620.0,0.0,0.0,0.0
1,-16104.0,-36234.0,-50068.8,0.0,0.0,0.0
1,-38060.0,-99648.0,-53976.0,0.0,0.0,0.0
1,-275352.0,-61686.0,-97267.2,0.0,0.0,0.0
1,-69336.0,-117678.6,-134820.0,0.0,0.0,0.0
1,-17846.4,-6406.4,-42471.0,0.0,0.0,0.0
1,-124600.0,-19624.5,-18690.0,0.0,0.0,0.0
1,-6877.5,-112660.0,-21222.0,0.0,0.0,0.0
1,-984.0,-2592.0,-3888.0,0.0,0.0,0.0
1,-729.0,-6682.5,-1393.2,0.0,0.0,0.0
1,-19338.0,-101260.8,-31878.4,0.0,0.0,0.0
1,-20638.8,-4804.8,-982.8,0.0,0.0,0.0
1,-16972.2,-1347.0,-11853.6,0.0,0.0,0.0
1,-4650.0,-10416.0,-5270.0,0.0,0.0,0.0
1,-11.9,-2380.0,-3427.2,0.0,0.0,0.0
1,-396.0,-15681.6,-6283.2,0.0,0.0,0.0
1,-4488.0,-19148.8,-5086.4,0.0,0.0,0.0
1,-110550.0,-99052.8,-32575.4,0.0,0.0,0.0
1,-3402.0,-20250.0,-4050.0,0.0,0.0,0.0
1,-9464.0,-3603.6,-15652.0,0.0,0.0,0.0
1,-13431.6,-23132.2,-96432.0,0.0,0.0,0.0
1,-379.4,-108.4,-12682.8,0.0,0.0,0.0
1,-14076.0,-17664.0,-13137.6,0.0,0.0,0.0
1,-35308.0,-125479.2,-33610.5,0.0,0.0,0.0
1,-4224.0,-26136.0,-29040.0,0.0,0.0,0.0
1,-85117.5,-163425.6,-296820.0,0.0,0.0,0.0
1,-10667.4,-9044.1,-4947.2,0.0,0.0,0.0
1,-5814.9,-10138.8,-14697.0,0.0,0.0,0.0
1,-104812.5,-3577.6,-11403.6,0.0,0.0,0.0
1,-42720.0,-25845.6,-8116.8,0.0,0.0,0.0
1,-96.3,-3466.8,-642.0,0.0,0.0,0.0
1,-21924.0,-1218.0,-32712.0,0.0,0.0,0.0
1,-18532.8,-97597.5,-15015.0,0.0,0.0,0.0
1,-20169.0,-49302.0,-197208.0,0.0,0.0,0.0
1,-14471.6,-57408.0,-1554.8,0.0,0.0,0.0
1,-45396.0,-16761.6,-7944.3,0.0,0.0,0.0
1,-111198.0,-11206.0,-7240.8,0.0,0.0,0.0
1,-86400.0,-19483.2,-69984.0,0.0,0.0,0.0
1,-5359.2,-38001.6,-14250.6,0.0,0.0,0.0
1,-9120.0,-11400.0,-30400.0,0.0,0.0,0.0
1,-6274.4,-1264.8,-7415.2,0.0,0.0,0.0
1,-5152.0,-6555.0,-19872.0,0.0,0.0,0.0
1,-2168.4,-17903.2,-55044.0,0.0,0.0,0.0
1,-28929.6,-14169.6,-34440.0,0.0,0.0,0.0
1,-69050.8,-21625.8,-32520.0,0.0,0.0,0.0
1,-30789.2,-61502.0,-14038.5,0.0,0.0,0.0
1,-4672.5,-2848.0,0.0,0.0,0.0,0.0
1,-4185.0,-3402.0,-3780.0,0.0,0.0,0.0
1,-36168.0,-40990.4,-5260.8,0.0,0.0,0.0
1,-265734.0,-89910.0,-119880.0,0.0,0.0,0.0
1,-81015.0,-221539.2,-53420.8,0.0,0.0,0.0
1,-8049.6,-3612.0,-5418.0,0.0,0.0,0.0
1,-13944.0,-74700.0,-92428.8,0.0,0.0,0.0
1,-6701.4,-14191.2,-4380.0,0.0,0.0,0.0
1,-43706.0,-45838.0,-3837.6,0.0,0.0,0.0
1,-4084.8,-35997.3,-18381.6,0.0,0.0,0.0
1,-789.6,-3572.0,-846.0,0.0,0.0,0.0
1,-49104.0,-29016.0,-141050.0,0.0,0.0,0.0
1,-3843.0,-8881.6,-22289.4,0.0,0.0,0.0
1,-16056.0,-14718.0,-3478.8,0.0,0.0,0.0
1,-2987.4,-8579.2,-22214.0,0.0,0.0,0.0
1,-83331.3,-58527.0,-83610.0,0.0,0.0,0.0
1,-192158.4,-124265.7,-114380.0,0.0,0.0,0.0
1,-105300.0,-22880.0,-8840.0,0.0,0.0,0.0
1,-35802.0,-21420.0,-119952.0,0.0,0.0,0.0
1,-33064.2,-1884.0,-9325.8,0.0,0.0,0.0
1,-4468.8,-2979.2,-65170.0,0.0,0.0,0.0
1,-83232.0,-74908.8,-26703.6,0.0,0.0,0.0
1,-95040.0,-6930.0,-88704.0,0.0,0.0,0.0
1,-22425.0,-22770.0,-55200.0,0.0,0.0,0.0
1,-40475.4,-104582.4,-129722.4,0.0,0.0,0.0
1,-2188.6,-2965.2,-20897.6,0.0,0.0,0.0
1,-18060.0,-71517.6,-148543.5,0.0,0.0,0.0
1,-1144.5,-15696.0,-12099.0,0.0,0.0,0.0
1,-11440.8,-11622.4,-52709.4,0.0,0.0,0.0
1,-8343.0,-4944.0,-32445.0,0.0,0.0,0.0
1,-14496.0,-17667.0,-54541.2,0.0,0.0,0.0
1,-25012.8,-16154.1,-38214.0,0.0,0.0,0.0
1,-81600.0,-29835.0,-28560.0,0.0,0.0,0.0
1,-115776.0,-69224.4,-25728.0,0.0,0.0,0.0
1,-28028.0,-35692.8,-20820.8,0.0,0.0,0.0
1,-13868.4,-5334.0,-48006.0,0.0,0.0,0.0
1,-4050.0,-55200.0,-51000.0,0.0,0.0,0.0
1,-39155.0,0.0,-6417.6,0.0,0.0,0.0
1,-6600.0,-67584.0,-65824.0,0.0,0.0,0.0
1,-29126.4,-2072.0,-23680.0,0.0,0.0,0.0
1,-1732.8,-146421.6,-68734.4,0.0,0.0,0.0
1,-6228.0,-9653.4,-16711.8,0.0,0.0,0.0
1,-58924.8,-46872.0,-62384.4,0.0,0.0,0.0
1,-203.0,-1008.0,-1543.5,0.0,0.0,0.0
1,-547.2,-666.9,-2120.4,0.0,0.0,0.0
1,-5671.2,-4336.8,-6950.0,0.0,0.0,0.0
1,-32376.0,-16330.0,-20448.0,0.0,0.0,0.0
1,-51699.2,-70105.5,-110784.0,0.0,0.0,0.0
1,-31147.2,-8157.6,-14368.5,0.0,0.0,0.0
1,-11320.2,-25917.3,-21448.8,0.0,0.0,0.0
1,-41424.0,-94930.0,-57993.6,0.0,0.0,0.0
1,-96583.5,-125349.0,-26670.0,0.0,0.0,0.0
1,-1439.1,-2214.0,-553.5,0.0,0.0,0.0
1,-15060.0,-14056.0,-6024.0,0.0,0.0,0.0
1,-16632.0,-8316.0,-26611.2,0.0,0.0,0.0
1,-1688.4,-11256.0,-31516.8,0.0,0.0,0.0
1,-99225.0,-155925.0,-29937.6,0.0,0.0,0.0
1,-34848.0,-20908.8,-15246.0,0.0,0.0,0.0
1,-35978.8,-221644.8,-37518.0,0.0,0.0,0.0
1,-19353.6,-4276.8,-7488.0,0.0,0.0,0.0
1,-517.2,-5689.2,-34480.0,0.0,0.0,0.0
1,-17222.4,-86480.0,-89056.0,0.0,0.0,0.0
1,-2241.6,-70610.4,-32223.0,0.0,0.0,0.0
1,-8055.6,-6850.0,-16851.0,0.0,0.0,0.0
1,-10360.0,-19536.0,-20601.6,0.0,0.0,0.0
1,-320.0,-918.0,-1170.0,0.0,0.0,0.0
1,-936.0,-64.8,-478.8,0.0,0.0,0.0
1,-25065.6,-10257.5,-2685.6,0.0,0.0,0.0
1,-8892.0,-97755.0,-48735.0,0.0,0.0,0.0
1,-35280.0,-2100.0,-82320.0,0.0,0.0,0.0
1,-22230.0,-18228.6,-33789.6,0.0,0.0,0.0
1,-24099.6,-33975.0,-18844.8,0.0,0.0,0.0
1,-7776.0,-45619.2,-18662.4,0.0,0.0,0.0
1,-16804.8,-98028.0,-120590.0,0.0,0.0,0.0
1,-24051.6,-25152.0,-14986.4,0.0,0.0,0.0
1,-82240.6,-26381.6,-32304.0,0.0,0.0,0.0
1,-1704.0,-13419.0,-60350.0,0.0,0.0,0.0
1,-14994.0,-18816.0,-94962.0,0.0,0.0,0.0
1,-6250.2,-32198.0,-45456.0,0.0,0.0,0.0
1,-18771.2,-3393.9,-53632.0,0.0,0.0,0.0
1,-2400.0,-8550.0,-19500.0,0.0,0.0,0.0
1,-51520.0,-2833.6,-35328.0,0.0,0.0,0.0
1,-4681.6,-6862.8,-7261.8,0.0,0.0,0.0
1,-1607.4,-20628.3,-18574.4,0.0,0.0,0.0
1,-20908.8,-25344.0,-51480.0,0.0,0.0,0.0
1,-1992.0,-7470.0,-19272.6,0.0,0.0,0.0
1,-4041.6,-21892.0,-57256.0,0.0,0.0,0.0
1,-43297.8,-34672.4,-20496.0,0.0,0.0,0.0
1,-874.8,0.0,-42768.0,0.0,0.0,0.0
1,-3830.4,-7695.0,-456.0,0.0,0.0,0.0
1,-48988.0,-27804.0,-51437.4,0.0,0.0,0.0
1,-12556.8,-11336.0,-4120.2,0.0,0.0,0.0
1,-8082.0,-48492.0,-21237.7,0.0,0.0,0.0
1,-2100.0,-1020.0,-15750.0,0.0,0.0,0.0
1,-3322.0,-9784.8,-6976.2,0.0,0.0,0.0
1,-5162.4,-125475.0,-67039.5,0.0,0.0,0.0
1,-57134.0,-57717.0,-50371.2,0.0,0.0,0.0
1,-19592.4,-41436.8,-23646.0,0.0,0.0,0.0
1,-49735.0,-35322.0,-16889.6,0.0,0.0,0.0
1,-34684.0,-14940.8,-24840.0,0.0,0.0,0.0
1,-27995.0,-24075.7,-17713.2,0.0,0.0,0.0
1,-62466.3,0.0,-54373.5,0.0,0.0,0.0
1,-5213.6,-23520.0,-18522.0,0.0,0.0,0.0
1,-4762.8,-15724.8,-4233.6,0.0,0.0,0.0
1,-2138.4,-1056.0,-1016.4,0.0,0.0,0.0
1,-87652.5,-37398.4,-6165.9,0.0,0.0,0.0
1,-290.0,-3625.0,-2610.0,0.0,0.0,0.0
1,-87815.2,-23949.6,0.0,0.0,0.0,0.0
1,-36828.0,-8184.0,-9672.0,0.0,0.0,0.0
1,-15447.0,-12357.6,-19024.2,0.0,0.0,0.0
1,-13344.6,-15085.2,-23691.5,0.0,0.0,0.0
1,-3247.2,-10086.0,-1476.0,0.0,0.0,0.0
1,0.0,-168630.0,-94608.0,0.0,0.0,0.0
1,-12920.0,-6375.0,-62560.0,0.0,0.0,0.0
1,-1593.9,-2002.0,-8131.2,0.0,0.0,0.0
1,-5875.6,-1667.4,-3334.8,0.0,0.0,0.0
1,-52279.5,-91154.0,-43087.5,0.0,0.0,0.0
1,-13889.0,-11764.8,-15441.3,0.0,0.0,0.0
1,-23181.2,-52596.0,-35064.0,0.0,0.0,0.0
1,-47214.0,-60268.0,-32025.0,0.0,0.0,0.0
1,-70966.5,-40392.0,-182325.0,0.0,0.0,0.0
1,-45888.0,-18737.6,-16825.6,0.0,0.0,0.0
1,0.0,-148407.0,-48132.0,0.0,0.0,0.0
1,-40211.6,-47424.0,-188806.8,0.0,0.0,0.0
1,-422.4,-2613.6,-3564.0,0.0,0.0,0.0
1,-23373.0,-14882.4,-4579.2,0.0,0.0,0.0
1,-16099.2,-1290.0,-1857.6,0.0,0.0,0.0
1,-103723.2,-33868.8,-139708.8,0.0,0.0,0.0
1,-14312.7,-5890.0,-43586.0,0.0,0.0,0.0
1,-10195.9,-188232.0,-41710.5,0.0,0.0,0.0
1,-6555.2,-867.6,-59768.0,0.0,0.0,0.0
1,-17414.4,-81630.0,-34466.0,0.0,0.0,0.0
1,-15184.4,-23664.0,-66653.6,0.0,0.0,0.0
1,-50610.0,-18436.5,-14652.8,0.0,0.0,0.0
1,-20286.0,-21896.0,-4416.0,0.0,0.0,0.0
1,-1346.4,-1382.4,-2106.0,0.0,0.0,0.0
1,-33670.0,-129870.0,-55411.2,0.0,0.0,0.0
1,-115416.0,-227168.0,-280296.0,0.0,0.0,0.0
1,-119422.8,-112652.8,-130796.4,0.0,0.0,0.0
1,-39273.0,-106848.0,-226575.0,0.0,0.0,0.0
1,-1740.0,-105.0,-360.0,0.0,0.0,0.0
1,-11700.0,-60840.0,-159705.0,0.0,0.0,0.0
1,-69866.4,-92613.6,-88010.0,0.0,0.0,0.0
1,-85410.0,-98696.0,-217890.4,0.0,0.0,0.0
1,-132.0,-6160.0,-8041.0,0.0,0.0,0.0
1,-112569.6,-4461.6,-76076.0,0.0,0.0,0.0
1,-4468.8,-2074.8,-4362.4,0.0,0.0,0.0
1,-13776.0,-23616.0,-10405.8,0.0,0.0,0.0
1,-1120.0,-6300.0,-31080.0,0.0,0.0,0.0
1,-18.0,-540.0,-315.0,0.0,0.0,0.0
1,-655.0,-104.8,-628.8,0.0,0.0,0.0
1,-15611.4,-40887.0,-59472.0,0.0,0.0,0.0
1,-1308.0,-8240.4,-28776.0,0.0,0.0,0.0
1,-84574.0,-30377.6,-6213.6,0.0,0.0,0.0
1,-20227.2,-83076.0,-101136.0,0.0,0.0,0.0
